Price,Close,High,Low,Open,Volume
Ticker,HMC.AX,HMC.AX,HMC.AX,HMC.AX,HMC.AX
Date,,,,,
2022-04-26,6.5396223068237305,6.624430231986348,6.487795491073128,6.596160773822877,365511
2022-04-27,6.351160526275635,6.539622538956979,6.332314369940281,6.539622538956979,353661
2022-04-28,6.266353130340576,6.398276226433525,6.134430034247628,6.332314453723143,370432
2022-04-29,6.370007038116455,6.37942989148144,6.190968330903711,6.190968330903711,267451
2022-05-02,6.030775547027588,6.26635271332298,5.988371585201972,6.20981424733142,459601
2022-05-03,5.97423791885376,6.172122802239176,5.880006679658533,6.172122802239176,414446
2022-05-04,5.832890510559082,6.03077536005851,5.785774899029591,6.03077536005851,452764
2022-05-05,6.153275966644287,6.228660590236556,5.927121646539679,5.9742372609487475,423527
2022-05-06,5.7386603355407715,6.049622145960215,5.700968022115858,6.049622145960215,523062
2022-05-09,5.465390682220459,5.672698400127889,5.446544526047056,5.446544526047056,2136410
2022-05-10,5.3994293212890625,5.48423725517841,5.248660060443858,5.408852175427968,354756
2022-05-11,5.276928424835205,5.361736348320644,5.18269764836682,5.18269764836682,376781
2022-05-12,5.173274517059326,5.2863519018869605,5.09788989339277,5.145005507848268,417398
2022-05-13,5.258082866668701,5.408852126140027,5.192121540313914,5.267506170049577,711648
2022-05-16,5.446544647216797,5.474813657441901,5.267505934922479,5.267505934922479,322623
2022-05-17,5.371159076690674,5.644428546772929,5.324043914213464,5.578467229439279,428542
2022-05-18,5.437121391296387,5.465390851093883,5.25337102593221,5.371159617987441,426236
2022-05-19,5.408851623535156,5.437121081723075,5.248659524896266,5.27692853375639,395288
2022-05-20,5.258082866668701,5.408852126140027,5.2486600126156615,5.286352327483493,516520
2022-05-23,5.352313041687012,5.437120965103954,5.2769284205731894,5.342890188711676,238130
2022-05-24,5.324044227600098,5.418275007428955,5.267505759702784,5.342890383565869,365982
2022-05-25,5.1826982498168945,5.4653910613562235,5.163852092336128,5.4653910613562235,442282
